"names.deg.","deg","degree_centrality","closeness_centrality","eigenvector_centrality","betweenness_centrality"
"ICE1",133,133,1.9205508742192e-09,0.0780012276432221,0
"ICE2",125,125,1.9205508742192e-09,0.0766652705169895,0
"ICK",118,118,1.9205508742192e-09,0.072457954440071,0
"ICMT",104,104,1.9205508742192e-09,0.0650064495211526,0
"ICT1",136,136,1.9205508742192e-09,0.0800037042166312,0
"ID1",138,138,1.9205508742192e-09,0.0783533206042886,0
"ID2",132,132,1.9205508742192e-09,0.0763065480191089,0
"ID3",127,127,1.9205508742192e-09,0.0753252379577721,0
"ID4",65,65,1.9205508742192e-09,0.042806544006061,0
"IDE",121,121,1.9205508742192e-09,0.0746572455741186,0
"IDH1",129,129,1.9205508742192e-09,0.0759040785608984,0
"IDH3A",115,115,1.9205508742192e-09,0.0710365594434992,0
"IDH3B",117,117,1.9205508742192e-09,0.0712258416102868,0
"IDI1",135,135,1.9205508742192e-09,0.0792006156410738,0
"IDNK",105,105,1.9205508742192e-09,0.06660896206092,0
"IDUA",98,98,1.9205508742192e-09,0.0632270144793424,0
"IER2",128,128,1.9205508742192e-09,0.0745122770575962,0
"IER3",141,141,1.9205508742192e-09,0.0787520803634326,0
"IER3IP1",89,89,1.9205508742192e-09,0.0588081219211162,0
"IER5",137,137,1.9205508742192e-09,0.0786751298812744,0
"IFFO1",94,94,1.9205508742192e-09,0.0579071796437564,0
"IFI27L1",105,105,1.9205508742192e-09,0.0666876458492591,0
"IFI35",92,92,1.9205508742192e-09,0.060055235686306,0
"IFI6",95,95,1.9205508742192e-09,0.0603983562657526,0
"IFIH1",100,100,1.9205508742192e-09,0.06164997102203,0
"IFIT3",87,87,1.9205508742192e-09,0.055304315709847,0
"IFITM1",101,101,1.9205508742192e-09,0.0616600291710367,0
"IFNAR1",123,123,1.9205508742192e-09,0.0748698091179056,0
"IFNAR2",105,105,1.9205508742192e-09,0.0656149807700104,0
"IFNG",27,27,1.9205508742192e-09,0.0194313695778277,0
"IFNGR1",123,123,1.9205508742192e-09,0.0731822377126822,0
"IFNLR1",60,60,1.9205508742192e-09,0.0405539786157299,0
"IFRD1",97,97,1.9205508742192e-09,0.0581349052356549,0
"IFRD2",123,123,1.9205508742192e-09,0.0726524491736349,0
"IFT122",125,125,1.9205508742192e-09,0.075217781652672,0
"IFT140",126,126,1.9205508742192e-09,0.075363082386011,0
"IFT172",103,103,1.9205508742192e-09,0.0652360955605974,0
"IFT20",132,132,1.9205508742192e-09,0.0772444730857783,0
"IFT27",80,80,1.9205508742192e-09,0.0505725040707856,0
"IFT46",140,140,1.9205508742192e-09,0.0801925044067787,0
"IFT52",110,110,1.9205508742192e-09,0.0697963395865229,0
"IFT74",115,115,1.9205508742192e-09,0.07240948040126,0
"IFT80",132,132,1.9205508742192e-09,0.0779473010398183,0
"IFT81",93,93,1.9205508742192e-09,0.0604607391778596,0
"IFT88",101,101,1.9205508742192e-09,0.0641676179486296,0
"IGBP1",104,104,1.9205508742192e-09,0.0655338620364815,0
"IGDCC4",95,95,1.9205508742192e-09,0.0595018117492729,0
"IGF1",82,82,1.9205508742192e-09,0.0524874661168403,0
"IGF1R",101,101,1.9205508742192e-09,0.0629130760589693,0
"IGF2",24,24,1.9205508742192e-09,0.0158791532242514,0
"IGF2BP1",109,109,1.9205508742192e-09,0.0667797438503947,0
"IGF2BP2",85,85,1.9205508742192e-09,0.0556124573008946,0
"IGF2BP3",135,135,1.9205508742192e-09,0.078899171066767,0
"IGF2R",113,113,1.9205508742192e-09,0.068612904850538,0
"IGFBP1",62,62,1.9205508742192e-09,0.0406374736342985,0
"IGFBP2",57,57,1.9205508742192e-09,0.0382314359092195,0
"IGFBP3",81,81,1.9205508742192e-09,0.0524708652365744,0
"IGFBP6",106,106,1.9205508742192e-09,0.0653256101389143,0
"IGFL4",37,37,1.9205508742192e-09,0.02212242110069,0
"IGFLR1",126,126,1.9205508742192e-09,0.0747245640303247,0
"IGHMBP2",133,133,1.9205508742192e-09,0.0778690196153067,0
"IGSF1",47,47,1.9205508742192e-09,0.0311695220366204,0
"IGSF22",43,43,1.9205508742192e-09,0.0299223472394757,0
"IGSF23",42,42,1.9205508742192e-09,0.0273496897941476,0
"IGSF8",87,87,1.9205508742192e-09,0.0559406325968772,0
"IHH",48,48,1.9205508742192e-09,0.0316889339358218,0
"IK",121,121,1.9205508742192e-09,0.0743927020923145,0
"IKBIP",122,122,1.9205508742192e-09,0.0744982282217642,0
"IKBKAP",121,121,1.9205508742192e-09,0.0746555484474892,0
"IKBKB",108,108,1.9205508742192e-09,0.0672217357122588,0
"IKBKG",105,105,1.9205508742192e-09,0.0618322711395337,0
"IKZF2",96,96,1.9205508742192e-09,0.0601479068620018,0
"IKZF3",104,104,1.9205508742192e-09,0.0625454227701225,0
"IKZF4",72,72,1.9205508742192e-09,0.0486536414654527,0
"IKZF5",117,117,1.9205508742192e-09,0.0725506450247349,0
"IL10RB",102,102,1.9205508742192e-09,0.0642141414514947,0
"IL11RA",107,107,1.9205508742192e-09,0.065927210507012,0
"IL12A",94,94,1.9205508742192e-09,0.059990678315555,0
"IL12B",71,71,1.9205508742192e-09,0.0484141275207313,0
"IL13RA1",93,93,1.9205508742192e-09,0.0589704397496905,0
"IL13RA2",27,27,1.9205508742192e-09,0.0184495137716808,0
"IL15RA",101,101,1.9205508742192e-09,0.0631080564865106,0
"IL17B",37,37,1.9205508742192e-09,0.0237341826004956,0
"IL17D",88,88,1.9205508742192e-09,0.0557205466031747,0
"IL17F",24,24,1.9205508742192e-09,0.0139258823635484,0
"IL17RA",98,98,1.9205508742192e-09,0.0633586147410103,0
"IL17RB",93,93,1.9205508742192e-09,0.058591527563183,0
"IL17RC",93,93,1.9205508742192e-09,0.0595480574966081,0
"IL17RE",60,60,1.9205508742192e-09,0.0396455094342594,0
"IL18",63,63,1.9205508742192e-09,0.0418178350724114,0
"IL18RAP",60,60,1.9205508742192e-09,0.0379815314474176,0
"IL1RAP",89,89,1.9205508742192e-09,0.0569783113366724,0
"IL1RN",46,46,1.9205508742192e-09,0.0299773713054006,0
"IL27",97,97,1.9205508742192e-09,0.0589347400439562,0
"IL32",71,71,1.9205508742192e-09,0.0446206880514677,0
"IL4I1",129,129,1.9205508742192e-09,0.0767191957436799,0
"IL4R",103,103,1.9205508742192e-09,0.0647638319696632,0
"IL6",92,92,1.9205508742192e-09,0.058090787030673,0
"IL6R",117,117,1.9205508742192e-09,0.0713970374709693,0
"IL6ST",137,137,1.9205508742192e-09,0.0780376627712306,0
"IL7",91,91,1.9205508742192e-09,0.056842166976448,0
"IL9",26,26,1.9205508742192e-09,0.0182256243369695,0
"ILF2",132,132,1.9205508742192e-09,0.0753008449775887,0
"ILF3",133,133,1.9205508742192e-09,0.078282325309555,0
"ILK",121,121,1.9205508742192e-09,0.0735443402887536,0
"ILVBL",109,109,1.9205508742192e-09,0.0690596125412002,0
"IMMP1L",107,107,1.9205508742192e-09,0.0671750318565342,0
"IMMP2L",117,117,1.9205508742192e-09,0.0726574654370338,0
"IMMT",137,137,1.9205508742192e-09,0.0792867378719373,0
"IMP3",134,134,1.9205508742192e-09,0.0786939641535425,0
"IMP4",127,127,1.9205508742192e-09,0.0765801976235824,0
"IMPA2",114,114,1.9205508742192e-09,0.0699421852594728,0
"IMPACT",96,96,1.9205508742192e-09,0.0610717981666745,0
"IMPAD1",93,93,1.9205508742192e-09,0.0589436913014088,0
"IMPDH1",100,100,1.9205508742192e-09,0.0628904926911535,0
"IMPDH2",120,120,1.9205508742192e-09,0.0735335549048013,0
"IMPG2",6,6,1.9205508742192e-09,0.00404873052681318,0
"INAFM1",125,125,1.9205508742192e-09,0.076203844343415,0
"INCA1",98,98,1.9205508742192e-09,0.0626484568849509,0
"INCENP",111,111,1.9205508742192e-09,0.069248407799411,0
"INF2",106,106,1.9205508742192e-09,0.0638720526432186,0
"ING1",134,134,1.9205508742192e-09,0.0786375208184144,0
"ING2",134,134,1.9205508742192e-09,0.078714489903694,0
"ING3",122,122,1.9205508742192e-09,0.0748853809621875,0
"ING4",118,118,1.9205508742192e-09,0.0718275401380729,0
"ING5",120,120,1.9205508742192e-09,0.0739185515455929,0
"INHA",102,102,1.9205508742192e-09,0.062508595410673,0
"INHBA",34,34,1.9205508742192e-09,0.0229288853449041,0
"INHBC",32,32,1.9205508742192e-09,0.0214505707799354,0
"INHBE",107,107,1.9205508742192e-09,0.0671894664104176,0
"INIP",110,110,1.9205508742192e-09,0.0693279193175687,0
"INO80",136,136,1.9205508742192e-09,0.0789297550809657,0
"INO80B",124,124,1.9205508742192e-09,0.0735333654372164,0
"INO80B-WBP1",120,120,1.9205508742192e-09,0.0718504297181347,0
"INO80C",135,135,1.9205508742192e-09,0.0784712167655593,0
"INO80D",112,112,1.9205508742192e-09,0.0700585022799306,0
"INO80E",127,127,1.9205508742192e-09,0.0763578494526611,0
"INPP1",86,86,1.9205508742192e-09,0.0560530872709305,0
"INPP4A",94,94,1.9205508742192e-09,0.060113341524718,0
"INPP5A",104,104,1.9205508742192e-09,0.0657843036302065,0
"INPP5B",104,104,1.9205508742192e-09,0.065868983536896,0
"INPP5D",96,96,1.9205508742192e-09,0.0600520221099933,0
"INPP5E",98,98,1.9205508742192e-09,0.0617517105359246,0
"INPP5F",111,111,1.9205508742192e-09,0.0692859722254338,0
"INPP5K",118,118,1.9205508742192e-09,0.0735939224617093,0
"INPPL1",115,115,1.9205508742192e-09,0.0700782007801798,0
"INSIG1",128,128,1.9205508742192e-09,0.075501895675492,0
"INSIG2",118,118,1.9205508742192e-09,0.0732507587712289,0
"INSM2",103,103,1.9205508742192e-09,0.0639641939571729,0
"INSR",107,107,1.9205508742192e-09,0.0658115188443565,0
"INTS1",132,132,1.9205508742192e-09,0.0763511789243761,0
"INTS10",126,126,1.9205508742192e-09,0.0758092254156998,0
"INTS12",138,138,1.9205508742192e-09,0.079223630598545,0
"INTS2",119,119,1.9205508742192e-09,0.0724351809367129,0
"INTS3",115,115,1.9205508742192e-09,0.0713764844284664,0
"INTS4",136,136,1.9205508742192e-09,0.0796360831759624,0
"INTS5",130,130,1.9205508742192e-09,0.0769898891733681,0
"INTS6",133,133,1.9205508742192e-09,0.0780958304187879,0
"INTS7",135,135,1.9205508742192e-09,0.0789629039734268,0
"INTS8",113,113,1.9205508742192e-09,0.0710729197047722,0
"INTS9",138,138,1.9205508742192e-09,0.0790569614719926,0
"INTU",72,72,1.9205508742192e-09,0.047315643976706,0
"INVS",127,127,1.9205508742192e-09,0.075271630652411,0
"IP6K1",106,106,1.9205508742192e-09,0.0661270197771628,0
"IP6K2",100,100,1.9205508742192e-09,0.0647335858587805,0
"IPCEF1",70,70,1.9205508742192e-09,0.042732217479138,0
"IPMK",126,126,1.9205508742192e-09,0.0770904704779274,0
"IPO11",117,117,1.9205508742192e-09,0.0717987570816925,0
"IPO13",131,131,1.9205508742192e-09,0.0773112816467543,0
"IPO4",142,142,1.9205508742192e-09,0.0797389332438069,0
"IPO7",126,126,1.9205508742192e-09,0.076202087095177,0
"IPO8",108,108,1.9205508742192e-09,0.0685763728813507,0
"IPO9",118,118,1.9205508742192e-09,0.0732483049315664,0
"IPP",127,127,1.9205508742192e-09,0.0762300354731551,0
"IPPK",128,128,1.9205508742192e-09,0.0757691811777827,0
"IQCB1",114,114,1.9205508742192e-09,0.0707118744745096,0
"IQCD",121,121,1.9205508742192e-09,0.0724943809814726,0
"IQCE",103,103,1.9205508742192e-09,0.0632629068017765,0
"IQCG",115,115,1.9205508742192e-09,0.0696666277540259,0
"IQCH",134,134,1.9205508742192e-09,0.0794294921367663,0
"IQCK",110,110,1.9205508742192e-09,0.0696202314457218,0
"IQGAP1",96,96,1.9205508742192e-09,0.0629072732889039,0
"IQGAP2",127,127,1.9205508742192e-09,0.0748067561326478,0
"IQGAP3",87,87,1.9205508742192e-09,0.0569991599064478,0
"IQUB",94,94,1.9205508742192e-09,0.0615378781982283,0
"IRAK1BP1",105,105,1.9205508742192e-09,0.0668830455020484,0
"IRAK2",94,94,1.9205508742192e-09,0.0610222804865752,0
"IRAK4",120,120,1.9205508742192e-09,0.0729859302736278,0
"IREB2",125,125,1.9205508742192e-09,0.0756798822455462,0
"IRF2",131,131,1.9205508742192e-09,0.0759208561921163,0
"IRF2BP1",127,127,1.9205508742192e-09,0.0761860135418429,0
"IRF2BP2",139,139,1.9205508742192e-09,0.0788985846369939,0
"IRF2BPL",131,131,1.9205508742192e-09,0.0778679547758258,0
"IRF5",86,86,1.9205508742192e-09,0.0532101485106384,0
"IRF6",77,77,1.9205508742192e-09,0.0517092388476907,0
"IRF9",119,119,1.9205508742192e-09,0.0723204059649127,0
"IRGM",77,77,1.9205508742192e-09,0.0500711262144299,0
"IRGQ",130,130,1.9205508742192e-09,0.0772306540280376,0
"IRS2",102,102,1.9205508742192e-09,0.0634276398930687,0
"IRX5",107,107,1.9205508742192e-09,0.0653237687367786,0
"ISCA1",126,126,1.9205508742192e-09,0.0755085703138887,0
"ISCA2",105,105,1.9205508742192e-09,0.0656681154025775,0
"ISCU",127,127,1.9205508742192e-09,0.0771925930473439,0
"ISG20",141,141,1.9205508742192e-09,0.0798799016864683,0
"ISG20L2",130,130,1.9205508742192e-09,0.0765215185759603,0
"ISL2",107,107,1.9205508742192e-09,0.0652466105484426,0
"ISM2",58,58,1.9205508742192e-09,0.0395828243648783,0
"ISOC1",126,126,1.9205508742192e-09,0.0755199991701338,0
"ISOC2",128,128,1.9205508742192e-09,0.0759896867278762,0
"ISPD",107,107,1.9205508742192e-09,0.0649826977993075,0
"IST1",140,140,1.9205508742192e-09,0.0809634186995581,0
"ISY1",137,137,1.9205508742192e-09,0.0793114486188937,0
"ISY1-RAB43",134,134,1.9205508742192e-09,0.0781598363786296,0
"ISYNA1",100,100,1.9205508742192e-09,0.0623367683975101,0
"ITCH",101,101,1.9205508742192e-09,0.0637821928598869,0
"ITFG1",120,120,1.9205508742192e-09,0.0737180593897372,0
"ITFG2",135,135,1.9205508742192e-09,0.0776210048780305,0
"ITFG3",123,123,1.9205508742192e-09,0.0748862340019196,0
"ITGA1",85,85,1.9205508742192e-09,0.0541557122028003,0
"ITGA10",34,34,1.9205508742192e-09,0.0228120483103541,0
"ITGA2",86,86,1.9205508742192e-09,0.0528825992638432,0
"ITGA2B",58,58,1.9205508742192e-09,0.0381521361803614,0
"ITGA6",85,85,1.9205508742192e-09,0.0543689707725465,0
"ITGAE",46,46,1.9205508742192e-09,0.0302282315399922,0
"ITGAV",126,126,1.9205508742192e-09,0.075973369749322,0
"ITGAX",70,70,1.9205508742192e-09,0.0450484128157106,0
"ITGB1",134,134,1.9205508742192e-09,0.0775814871145311,0
"ITGB1BP1",127,127,1.9205508742192e-09,0.076746640154476,0
"ITGB1BP2",60,60,1.9205508742192e-09,0.0365362679561095,0
"ITGB3",96,96,1.9205508742192e-09,0.0611305318149951,0
"ITGB3BP",123,123,1.9205508742192e-09,0.0739124888984526,0
"ITGB5",96,96,1.9205508742192e-09,0.0607898824145005,0
"ITGB8",119,119,1.9205508742192e-09,0.069908443370237,0
"ITIH1",43,43,1.9205508742192e-09,0.0283388038562382,0
"ITIH2",26,26,1.9205508742192e-09,0.0167526985601429,0
"ITM2B",95,95,1.9205508742192e-09,0.0605145659834702,0
"ITM2C",93,93,1.9205508742192e-09,0.0617577699667399,0
"ITPA",103,103,1.9205508742192e-09,0.0653468700452517,0
"ITPKA",105,105,1.9205508742192e-09,0.0653831049214917,0
"ITPKC",140,140,1.9205508742192e-09,0.0796449079509817,0
"ITPR1",138,138,1.9205508742192e-09,0.0782873966779669,0
"ITPR2",124,124,1.9205508742192e-09,0.0741763650351663,0
"ITPRIP",75,75,1.9205508742192e-09,0.0491350695233987,0
"ITPRIPL2",94,94,1.9205508742192e-09,0.0615076028598212,0
"ITSN1",134,134,1.9205508742192e-09,0.0767740627869704,0
"IVNS1ABP",139,139,1.9205508742192e-09,0.0797170231071866,0
"IWS1",120,120,1.9205508742192e-09,0.0731613249631646,0
"IZUMO1",90,90,1.9205508742192e-09,0.0570304403828752,0
"IZUMO4",124,124,1.9205508742192e-09,0.0746592097512146,0
"JADE1",126,126,1.9205508742192e-09,0.0761355456115881,0
"JADE2",126,126,1.9205508742192e-09,0.0749211910875288,0
"JADE3",77,77,1.9205508742192e-09,0.050821534192097,0
"JAG1",118,118,1.9205508742192e-09,0.0707954617492278,0
"JAG2",75,75,1.9205508742192e-09,0.0492362922905664,0
"JAGN1",118,118,1.9205508742192e-09,0.0718855218809084,0
"JAK1",102,102,1.9205508742192e-09,0.063561352124804,0
"JAK2",132,132,1.9205508742192e-09,0.0771741803307741,0
"JAM3",52,52,1.9205508742192e-09,0.0338890589315167,0
"JARID2",129,129,1.9205508742192e-09,0.0762801275647989,0
"JDP2",93,93,1.9205508742192e-09,0.0596400767049754,0
"JKAMP",126,126,1.9205508742192e-09,0.0759252461398327,0
"JMJD1C",123,123,1.9205508742192e-09,0.0737312844293068,0
"JMJD4",129,129,1.9205508742192e-09,0.075988848405622,0
"JMJD6",134,134,1.9205508742192e-09,0.0785902858318438,0
"JMY",123,123,1.9205508742192e-09,0.0735858810697959,0
"JOSD1",126,126,1.9205508742192e-09,0.0754681315790518,0
"JOSD2",125,125,1.9205508742192e-09,0.0755455730636134,0
"JPX",130,130,1.9205508742192e-09,0.0765830282555923,0
"JRK",127,127,1.9205508742192e-09,0.0754493008138605,0
"JRKL",110,110,1.9205508742192e-09,0.0699280128434696,0
"JTB",111,111,1.9205508742192e-09,0.0687549040101643,0
"JUNB",144,144,1.9205508742192e-09,0.08056263439484,0
"JUP",118,118,1.9205508742192e-09,0.0692914567979776,0
"KAAG1",53,53,1.9205508742192e-09,0.0348986354717695,0
"KANK1",86,86,1.9205508742192e-09,0.054644266583778,0
"KANK3",69,69,1.9205508742192e-09,0.0457734205541724,0
"KANK4",44,44,1.9205508742192e-09,0.0294172946804232,0
"KANSL1L",116,116,1.9205508742192e-09,0.0712338638178835,0
"KANSL2",125,125,1.9205508742192e-09,0.0755725810384709,0
"KANSL3",128,128,1.9205508742192e-09,0.0762418889059464,0
"KARS",118,118,1.9205508742192e-09,0.0731918061911131,0
"KAT5",131,131,1.9205508742192e-09,0.0773785548298429,0
"KAT6A",142,142,1.9205508742192e-09,0.0808744955734275,0
"KAT6B",132,132,1.9205508742192e-09,0.0772923535279182,0
"KAT7",134,134,1.9205508742192e-09,0.0780300289061851,0
"KAT8",122,122,1.9205508742192e-09,0.0741351450169102,0
"KATNA1",124,124,1.9205508742192e-09,0.0746809900927137,0
"KATNAL1",108,108,1.9205508742192e-09,0.0670684740281093,0
"KATNB1",123,123,1.9205508742192e-09,0.0741058756924245,0
"KATNBL1",123,123,1.9205508742192e-09,0.0743218936996734,0
"KAZALD1",126,126,1.9205508742192e-09,0.0754024035566386,0
"KBTBD2",134,134,1.9205508742192e-09,0.0782823775740105,0
"KBTBD3",123,123,1.9205508742192e-09,0.0750712990947733,0
"KBTBD4",138,138,1.9205508742192e-09,0.0793023492379799,0
"KBTBD6",119,119,1.9205508742192e-09,0.0722430494095191,0
"KBTBD7",121,121,1.9205508742192e-09,0.0736441361160989,0
"KBTBD8",105,105,1.9205508742192e-09,0.0652347016413315,0
"KCNA7",64,64,1.9205508742192e-09,0.0423690389947209,0
"KCNAB2",122,122,1.9205508742192e-09,0.0715755327111801,0
"KCNB1",80,80,1.9205508742192e-09,0.0509533948107592,0
"KCNC3",108,108,1.9205508742192e-09,0.0666042446380122,0
"KCND1",66,66,1.9205508742192e-09,0.0428108835415184,0
"KCNE1",62,62,1.9205508742192e-09,0.0423191778348603,0
"KCNE2",41,41,1.9205508742192e-09,0.0289315660002935,0
"KCNG3",105,105,1.9205508742192e-09,0.0656244645472214,0
"KCNH1",98,98,1.9205508742192e-09,0.0617938810247152,0
"KCNJ11",69,69,1.9205508742192e-09,0.0464309164841188,0
"KCNJ8",43,43,1.9205508742192e-09,0.0300812712222103,0
"KCNK1",96,96,1.9205508742192e-09,0.0615988151650344,0
"KCNK12",63,63,1.9205508742192e-09,0.0422205928824594,0
"KCNK5",96,96,1.9205508742192e-09,0.0607102294353433,0
"KCNMB3",59,59,1.9205508742192e-09,0.0385118254522755,0
"KCNMB4",85,85,1.9205508742192e-09,0.0544455609116525,0
"KCNN4",99,99,1.9205508742192e-09,0.0608162572500048,0
"KCNQ1OT1",116,116,1.9205508742192e-09,0.0701863191199734,0
"KCTD14",56,56,1.9205508742192e-09,0.0371715846222102,0
"KCTD15",111,111,1.9205508742192e-09,0.0661151505476597,0
"KCTD18",117,117,1.9205508742192e-09,0.0720203270539432,0
"KCTD19",77,77,1.9205508742192e-09,0.0493036584958513,0
"KCTD2",125,125,1.9205508742192e-09,0.0759417509075398,0
"KCTD20",142,142,1.9205508742192e-09,0.0807811459026713,0
"KCTD21",118,118,1.9205508742192e-09,0.0723264410857425,0
"KCTD3",114,114,1.9205508742192e-09,0.0703437060630979,0
"KCTD5",138,138,1.9205508742192e-09,0.0800461390834349,0
"KCTD6",106,106,1.9205508742192e-09,0.0659262746987397,0
"KCTD7",126,126,1.9205508742192e-09,0.0758814672061241,0
"KCTD9",134,134,1.9205508742192e-09,0.0785801529811065,0
"KDELC1",116,116,1.9205508742192e-09,0.0724341378235005,0
"KDELC2",123,123,1.9205508742192e-09,0.0741965704145248,0
"KDELR1",100,100,1.9205508742192e-09,0.0638751297609466,0
"KDELR2",120,120,1.9205508742192e-09,0.0723614554458877,0
"KDF1",82,82,1.9205508742192e-09,0.0535666206713652,0
"KDM1B",117,117,1.9205508742192e-09,0.0721571135746807,0
"KDM2A",112,112,1.9205508742192e-09,0.06882108407806,0
"KDM2B",113,113,1.9205508742192e-09,0.0693339013723305,0
"KDM3A",137,137,1.9205508742192e-09,0.0795411046528634,0
"KDM3B",126,126,1.9205508742192e-09,0.0757080965709065,0
"KDM4B",126,126,1.9205508742192e-09,0.0747269304501824,0
"KDM4C",130,130,1.9205508742192e-09,0.0779603863371235,0
"KDM4D",109,109,1.9205508742192e-09,0.0677991754518117,0
"KDM5C",123,123,1.9205508742192e-09,0.0743971442568317,0
"KDM5D",45,45,1.9205508742192e-09,0.0308881304109105,0
"KDM6A",119,119,1.9205508742192e-09,0.0722859058735942,0
"KDM6B",94,94,1.9205508742192e-09,0.0590749789712191,0
"KDM7A",130,130,1.9205508742192e-09,0.0764849390733832,0
"KDM8",120,120,1.9205508742192e-09,0.0729948320422027,0
"KDSR",133,133,1.9205508742192e-09,0.078163416872546,0
"KEAP1",140,140,1.9205508742192e-09,0.0796395551012462,0
"KEL",66,66,1.9205508742192e-09,0.0438670275614821,0
"KHDC1",95,95,1.9205508742192e-09,0.0595229493678419,0
"KHDC1L",45,45,1.9205508742192e-09,0.030185179212304,0
"KHDRBS1",120,120,1.9205508742192e-09,0.0728944704152173,0
"KHDRBS3",79,79,1.9205508742192e-09,0.05176321008441,0
"KHK",123,123,1.9205508742192e-09,0.074314282098618,0
"KHNYN",107,107,1.9205508742192e-09,0.0679142142974807,0
"KHSRP",121,121,1.9205508742192e-09,0.0726389740595239,0
"KIAA0020",124,124,1.9205508742192e-09,0.0754228403127961,0
"KIAA0040",95,95,1.9205508742192e-09,0.0610454752206039,0
"KIAA0100",124,124,1.9205508742192e-09,0.0755316490893621,0
"KIAA0101",104,104,1.9205508742192e-09,0.065576529994495,0
"KIAA0141",122,122,1.9205508742192e-09,0.0746281666866061,0
"KIAA0195",118,118,1.9205508742192e-09,0.0723658381633165,0
"KIAA0196",131,131,1.9205508742192e-09,0.0768823723054248,0
"KIAA0226",122,122,1.9205508742192e-09,0.0734881789304485,0
"KIAA0232",123,123,1.9205508742192e-09,0.0724241294943399,0
"KIAA0319L",129,129,1.9205508742192e-09,0.0753978457001992,0
"KIAA0355",103,103,1.9205508742192e-09,0.0657641111306358,0
"KIAA0368",125,125,1.9205508742192e-09,0.074291812369947,0
"KIAA0391",131,131,1.9205508742192e-09,0.0773070019966962,0
"KIAA0408",38,38,1.9205508742192e-09,0.0249989197109915,0
"KIAA0430",122,122,1.9205508742192e-09,0.0736435687402648,0
"KIAA0513",122,122,1.9205508742192e-09,0.0728043640007222,0
"KIAA0556",105,105,1.9205508742192e-09,0.0664193437221709,0
"KIAA0586",134,134,1.9205508742192e-09,0.0787035893680228,0
"KIAA0753",113,113,1.9205508742192e-09,0.0708154663293668,0
"KIAA0754",96,96,1.9205508742192e-09,0.0612805089134444,0
"KIAA0825",125,125,1.9205508742192e-09,0.0750025216043022,0
"KIAA0895",132,132,1.9205508742192e-09,0.0772949904962393,0
"KIAA0895L",119,119,1.9205508742192e-09,0.0726353851129742,0
"KIAA0907",129,129,1.9205508742192e-09,0.0768609726240084,0
"KIAA0922",118,118,1.9205508742192e-09,0.0725320011795937,0
"KIAA1033",129,129,1.9205508742192e-09,0.0771766434843405,0
"KIAA1143",129,129,1.9205508742192e-09,0.0774090653301606,0
"KIAA1161",114,114,1.9205508742192e-09,0.0699577058880524,0
"KIAA1191",119,119,1.9205508742192e-09,0.073870083231398,0
"KIAA1279",122,122,1.9205508742192e-09,0.0742506773818331,0
"KIAA1324",102,102,1.9205508742192e-09,0.0646386991613775,0
"KIAA1324L",86,86,1.9205508742192e-09,0.0566390599067645,0
"KIAA1328",118,118,1.9205508742192e-09,0.0728551479001889,0
"KIAA1377",81,81,1.9205508742192e-09,0.0533501784572056,0
"KIAA1407",109,109,1.9205508742192e-09,0.0677618683318075,0
"KIAA1429",133,133,1.9205508742192e-09,0.077770227217755,0
"KIAA1467",83,83,1.9205508742192e-09,0.0546179500390467,0
"KIAA1468",112,112,1.9205508742192e-09,0.0689154104977105,0
"KIAA1524",120,120,1.9205508742192e-09,0.0732400623097521,0
"KIAA1549",75,75,1.9205508742192e-09,0.0480137376017067,0
"KIAA1551",125,125,1.9205508742192e-09,0.0757161334816707,0
"KIAA1586",116,116,1.9205508742192e-09,0.0716547386095423,0
"KIAA1598",111,111,1.9205508742192e-09,0.0666396886782394,0
"KIAA1683",93,93,1.9205508742192e-09,0.0569504188636867,0
"KIAA1715",119,119,1.9205508742192e-09,0.0728043379604392,0
"KIAA1731",120,120,1.9205508742192e-09,0.0730970389443976,0
"KIAA1751",58,58,1.9205508742192e-09,0.0377042084392236,0
"KIAA1804",70,70,1.9205508742192e-09,0.0472784720166989,0
"KIAA1841",106,106,1.9205508742192e-09,0.0651968241650173,0
"KIAA1919",130,130,1.9205508742192e-09,0.0769371601902109,0
"KIAA1958",112,112,1.9205508742192e-09,0.0703828471940716,0
"KIAA2013",96,96,1.9205508742192e-09,0.0616397733871202,0
"KIAA2018",106,106,1.9205508742192e-09,0.0656474019359216,0
"KIAA2026",107,107,1.9205508742192e-09,0.0682019753570074,0
"KIF11",126,126,1.9205508742192e-09,0.0765693727238268,0
"KIF13A",107,107,1.9205508742192e-09,0.0650717422132699,0
"KIF13B",92,92,1.9205508742192e-09,0.0586611019788979,0
"KIF14",105,105,1.9205508742192e-09,0.0671405231284727,0
"KIF15",129,129,1.9205508742192e-09,0.0774090653301606,0
"KIF16B",108,108,1.9205508742192e-09,0.0671357760280466,0
"KIF18A",116,116,1.9205508742192e-09,0.0718482154404005,0
"KIF18B",122,122,1.9205508742192e-09,0.0743924201475049,0
"KIF1B",130,130,1.9205508742192e-09,0.0774209231054784,0
"KIF1C",98,98,1.9205508742192e-09,0.0626484568849509,0
"KIF20A",123,123,1.9205508742192e-09,0.0740429855034016,0
"KIF20B",131,131,1.9205508742192e-09,0.0779042783995846,0
"KIF21A",132,132,1.9205508742192e-09,0.0768557918284823,0
"KIF22",130,130,1.9205508742192e-09,0.0768081239928285,0
"KIF23",118,118,1.9205508742192e-09,0.0726089227296246,0
